TradTime,TradPrice,TradVolume,TradeBuyNo,TradeSellNo,TradeBSFlag,BizIndex
2024-12-02 09:25:01.260,9.45,2000.0,202887,254211,N,396260
2024-12-02 09:25:01.260,9.45,3400.0,249140,254211,N,396261
2024-12-02 09:25:01.260,9.45,3200.0,286623,254211,N,396262
2024-12-02 09:25:01.260,9.45,100.0,289020,254211,N,396263
2024-12-02 09:25:01.260,9.45,10400.0,343845,254211,N,396264
2024-12-02 09:25:01.260,9.45,2100.0,407332,254211,N,396265
2024-12-02 09:25:01.260,9.45,2100.0,406000,254211,N,396266
2024-12-02 09:25:01.260,9.45,100.0,20619,254211,N,396267
2024-12-02 09:25:01.260,9.45,2500.0,285577,254211,N,396268
2024-12-02 09:25:01.260,9.45,100.0,387872,254211,N,396269
2024-12-02 09:25:01.260,9.45,400.0,36678,254211,N,396270
2024-12-02 09:25:01.260,9.45,200.0,75922,254211,N,396271
2024-12-02 09:25:01.260,9.45,100.0,75942,254211,N,396272
2024-12-02 09:25:01.260,9.45,200.0,138710,254211,N,396273
2024-12-02 09:25:01.260,9.45,300.0,149586,254211,N,396274
2024-12-02 09:25:01.260,9.45,100.0,250742,254211,N,396275
2024-12-02 09:25:01.260,9.45,400.0,278513,254211,N,396276
2024-12-02 09:25:01.260,9.45,100.0,278513,286612,N,396277
2024-12-02 09:25:01.260,9.45,100.0,278513,286614,N,396278
2024-12-02 09:25:01.260,9.45,1300.0,278513,357060,N,396279
2024-12-02 09:25:01.260,9.45,200.0,278513,395574,N,396280
2024-12-02 09:25:01.260,9.45,100.0,278513,77608,N,396281
2024-12-02 09:25:01.260,9.45,100.0,278513,78233,N,396282
2024-12-02 09:25:01.260,9.45,300.0,278513,210801,N,396283
2024-12-02 09:25:01.260,9.45,300.0,278513,211093,N,396284
2024-12-02 09:25:01.260,9.45,300.0,278513,229585,N,396285
2024-12-02 09:25:01.260,9.45,300.0,278513,229634,N,396286
2024-12-02 09:25:01.260,9.45,100.0,278513,247834,N,396287
2024-12-02 09:25:01.260,9.45,100.0,278513,247842,N,396288
2024-12-02 09:25:01.260,9.45,400.0,278513,250474,N,396289
2024-12-02 09:25:01.260,9.45,2500.0,278513,277873,N,396290
2024-12-02 09:25:01.260,9.45,1200.0,278516,277873,N,396291
2024-12-02 09:25:01.260,9.45,100.0,287053,277873,N,396292
2024-12-02 09:25:01.260,9.45,1100.0,290201,290239,N,396293
2024-12-02 09:25:01.260,9.45,500.0,290201,310930,N,396294
2024-12-02 09:25:01.260,9.45,1400.0,394987,310930,N,396295
2024-12-02 09:25:01.260,9.45,200.0,394987,329709,N,396296
2024-12-02 09:25:01.260,9.45,2600.0,394987,363132,N,396297
2024-12-02 09:25:01.260,9.45,10400.0,346971,363132,N,396298
2024-12-02 09:25:01.260,9.45,2800.0,346971,363133,N,396299
2024-12-02 09:25:01.260,9.45,300.0,346971,363268,N,396300
2024-12-02 09:25:01.260,9.45,300.0,346971,363361,N,396301
2024-12-02 09:25:01.260,9.45,700.0,346971,363521,N,396302
2024-12-02 09:25:01.260,9.45,300.0,346971,363527,N,396303
2024-12-02 09:25:01.260,9.45,100.0,346971,363533,N,396304
2024-12-02 09:25:01.260,9.45,1000.0,346971,277521,N,396305
2024-12-02 09:25:01.260,9.45,11300.0,346971,309622,N,396306
2024-12-02 09:25:01.260,9.45,400.0,346971,327332,N,396307
2024-12-02 09:25:01.260,9.45,7500.0,346971,361071,N,396308
2024-12-02 09:25:01.260,9.45,100.0,399756,361071,N,396309
2024-12-02 09:25:01.260,9.45,100.0,399783,361071,N,396310
2024-12-02 09:25:01.260,9.45,2100.0,12894,361071,N,396311
2024-12-02 09:25:01.260,9.45,1000.0,246878,361071,N,396312
2024-12-02 09:25:01.260,9.45,2300.0,408657,361071,N,396313
2024-12-02 09:25:01.260,9.45,1600.0,408657,351658,N,396314
2024-12-02 09:25:01.260,9.45,1100.0,408657,371562,N,396315
2024-12-02 09:25:01.260,9.45,900.0,408657,393875,N,396316
2024-12-02 09:25:01.260,9.45,100.0,408657,311229,N,396317
2024-12-02 09:25:01.260,9.45,100.0,408657,336332,N,396318
2024-12-02 09:25:01.260,9.45,100.0,408657,374751,N,396319
2024-12-02 09:25:01.260,9.45,3900.0,408657,402753,N,396320
2024-12-02 09:25:01.260,9.45,200.0,408657,122196,N,396321
2024-12-02 09:25:01.260,9.45,300.0,408657,249399,N,396322
2024-12-02 09:25:01.260,9.45,1000.0,408657,278517,N,396323
2024-12-02 09:25:01.260,9.45,700.0,408657,278518,N,396324
2024-12-02 09:25:01.260,9.45,600.0,408657,283021,N,396325
2024-12-02 09:25:01.260,9.45,100.0,408657,284430,N,396326
2024-12-02 09:25:01.260,9.45,100.0,408657,284517,N,396327
2024-12-02 09:25:01.260,9.45,100.0,408657,287405,N,396328
2024-12-02 09:25:01.260,9.45,100.0,408657,388438,N,396329
2024-12-02 09:25:01.260,9.45,2500.0,408657,296920,N,396330
2024-12-02 09:25:01.260,9.45,1000.0,408657,332588,N,396331
2024-12-02 09:25:01.260,9.45,500.0,408657,358621,N,396332
2024-12-02 09:25:01.260,9.45,100.0,408657,377102,N,396333
2024-12-02 09:25:01.260,9.45,400.0,408657,397674,N,396334
2024-12-02 09:25:01.260,9.45,100.0,408657,398037,N,396335
2024-12-02 09:25:01.260,9.45,1000.0,408657,52127,N,396336
2024-12-02 09:25:01.260,9.45,4700.0,408657,289842,N,396337
2024-12-02 09:25:01.260,9.45,3700.0,408657,370266,N,396338
2024-12-02 09:25:01.260,9.45,1300.0,389708,370266,N,396339
2024-12-02 09:25:01.260,9.45,100.0,389708,374569,N,396340
2024-12-02 09:25:01.260,9.45,300.0,389708,297106,N,396341
2024-12-02 09:25:01.260,9.45,1400.0,389708,320199,N,396342
2024-12-02 09:25:01.260,9.45,800.0,389708,368142,N,396343
2024-12-02 09:25:01.260,9.45,19200.0,406474,368142,N,396344
2024-12-02 09:25:01.260,9.45,8100.0,406474,386854,N,396345
2024-12-02 09:25:01.260,9.45,100.0,1802,386854,N,396346
2024-12-02 09:25:01.260,9.45,100.0,12480,386854,N,396347
2024-12-02 09:25:01.260,9.45,100.0,18749,386854,N,396348
2024-12-02 09:25:01.260,9.45,200.0,55111,386854,N,396349
2024-12-02 09:25:01.260,9.45,100.0,65476,386854,N,396350
2024-12-02 09:25:01.260,9.45,500.0,111448,386854,N,396351
2024-12-02 09:25:01.260,9.45,200.0,184143,386854,N,396352
2024-12-02 09:25:01.260,9.45,600.0,352091,386854,N,396353
2024-12-02 09:25:01.260,9.45,200.0,22284,386854,N,396354
2024-12-02 09:25:01.260,9.45,400.0,63949,386854,N,396355
2024-12-02 09:25:01.260,9.45,1200.0,82187,386854,N,396356
2024-12-02 09:25:01.260,9.45,3500.0,163067,386854,N,396357
2024-12-02 09:25:01.260,9.45,200.0,205115,386854,N,396358
2024-12-02 09:25:01.260,9.45,700.0,276282,386854,N,396359
2024-12-02 09:25:01.260,9.45,26900.0,388363,386854,N,396360
2024-12-02 09:25:01.260,9.45,100.0,388363,256426,N,396361
2024-12-02 09:25:01.260,9.45,100.0,388363,258399,N,396362
2024-12-02 09:25:01.260,9.45,100.0,388363,260452,N,396363
2024-12-02 09:25:01.260,9.45,100.0,388363,262485,N,396364
2024-12-02 09:25:01.260,9.45,100.0,388363,289949,N,396365
2024-12-02 09:25:01.260,9.45,8000.0,388363,311977,N,396366
2024-12-02 09:25:01.260,9.45,3500.0,388363,315535,N,396367
2024-12-02 09:25:01.260,9.45,200.0,44333,315535,N,396368
2024-12-02 09:25:01.260,9.45,600.0,228754,315535,N,396369
2024-12-02 09:25:01.260,9.45,1000.0,228754,402820,N,396370
2024-12-02 09:30:00.090,9.46,100.0,409663,641,B,508398
2024-12-02 09:30:00.390,9.46,500.0,411413,641,B,511832
2024-12-02 09:30:01.640,9.46,434.0,412522,641,B,513485
2024-12-02 09:30:01.640,9.46,100.0,412522,106529,B,513486
2024-12-02 09:30:01.640,9.46,100.0,412522,222743,B,513487
2024-12-02 09:30:01.640,9.46,200.0,412522,340092,B,513488
2024-12-02 09:30:01.670,9.46,500.0,412522,412888,S,514027
2024-12-02 09:30:01.870,9.46,2066.0,412522,413326,S,514638
2024-12-02 09:30:01.870,9.45,8400.0,228754,413326,S,514639
2024-12-02 09:30:01.870,9.45,7234.0,246251,413326,S,514640
2024-12-02 09:30:02.480,9.46,200.0,414033,420576,S,524322
2024-12-02 09:30:02.780,9.47,400.0,421641,423096,S,527772
2024-12-02 09:30:02.780,9.46,100.0,414033,423096,S,527773
2024-12-02 09:30:02.780,9.46,500.0,414033,423750,S,528635
2024-12-02 09:30:03.640,9.48,2000.0,432975,68222,B,540600
2024-12-02 09:30:03.640,9.48,3000.0,432975,413986,B,540601
2024-12-02 09:30:04.420,9.47,200.0,427545,441077,S,551102
2024-12-02 09:30:04.420,9.47,300.0,438937,441077,S,551103
2024-12-02 09:30:04.740,9.48,200.0,445926,413986,B,557321
2024-12-02 09:30:04.890,9.47,100.0,438937,447613,S,559456
2024-12-02 09:30:04.890,9.47,400.0,439209,447613,S,559457
2024-12-02 09:30:05.480,9.47,400.0,439209,453752,S,567455
2024-12-02 09:30:05.480,9.47,100.0,442774,453752,S,567456
2024-12-02 09:30:05.480,9.47,300.0,442774,454091,S,567878
2024-12-02 09:30:05.480,9.47,200.0,449115,454091,S,567879
2024-12-02 09:30:05.800,9.47,300.0,449115,456271,S,570593
2024-12-02 09:30:05.800,9.47,200.0,451816,456271,S,570594
2024-12-02 09:30:05.800,9.47,300.0,451816,457400,S,572182
2024-12-02 09:30:05.930,9.47,300.0,451817,458984,S,574167
2024-12-02 09:30:05.930,9.47,200.0,458551,458984,S,574168
2024-12-02 09:30:05.930,9.46,1900.0,414033,458984,S,574169
2024-12-02 09:30:05.930,9.46,100.0,420797,458984,S,574170
2024-12-02 09:30:05.930,9.46,1300.0,421202,458984,S,574171
2024-12-02 09:30:05.930,9.46,100.0,426133,458984,S,574172
2024-12-02 09:30:05.930,9.46,100.0,432390,458984,S,574173
2024-12-02 09:30:05.930,9.46,200.0,436213,458984,S,574174
2024-12-02 09:30:05.930,9.46,500.0,437327,458984,S,574175
2024-12-02 09:30:05.930,9.46,1300.0,445885,458984,S,574176
2024-12-02 09:30:05.930,9.46,900.0,449373,458984,S,574177
2024-12-02 09:30:05.930,9.46,400.0,451449,458984,S,574178
2024-12-02 09:30:05.930,9.46,1100.0,452278,458984,S,574179
2024-12-02 09:30:05.930,9.46,100.0,453833,458984,S,574180
2024-12-02 09:30:05.930,9.46,200.0,456657,458984,S,574181
2024-12-02 09:30:05.930,9.46,100.0,456952,458984,S,574182
2024-12-02 09:30:05.930,9.45,966.0,246251,458984,S,574183
2024-12-02 09:30:05.930,9.45,100.0,256053,458984,S,574184
2024-12-02 09:30:05.930,9.45,500.0,262560,458984,S,574185
2024-12-02 09:30:05.930,9.45,2000.0,268936,458984,S,574186
2024-12-02 09:30:05.930,9.45,100.0,272989,458984,S,574187
2024-12-02 09:30:05.930,9.45,2834.0,284077,458984,S,574188
2024-12-02 09:30:06.080,9.46,100.0,460518,460144,B,576212
2024-12-02 09:30:06.530,9.46,200.0,465611,460144,B,582797
2024-12-02 09:30:06.660,9.45,566.0,284077,467084,S,584653
2024-12-02 09:30:06.660,9.45,1000.0,310341,467084,S,584654
2024-12-02 09:30:06.660,9.45,734.0,315961,467084,S,584655
2024-12-02 09:30:06.660,9.46,100.0,467648,460144,B,585353
2024-12-02 09:30:06.660,9.46,100.0,467648,462103,B,585354
2024-12-02 09:30:06.790,9.46,100.0,468676,462103,B,586679
2024-12-02 09:30:06.790,9.46,300.0,468676,462634,B,586680
2024-12-02 09:30:06.790,9.46,100.0,469389,462634,B,587593
2024-12-02 09:30:07.090,9.46,100.0,471526,462634,B,590382
2024-12-02 09:30:07.090,9.45,1600.0,315961,471559,S,590418
2024-12-02 09:30:07.400,9.46,200.0,474742,462634,B,594537
2024-12-02 09:30:07.400,9.46,300.0,474742,462815,B,594538
2024-12-02 09:30:07.400,9.46,100.0,475121,462815,B,594982
2024-12-02 09:30:07.400,9.45,5000.0,315961,475390,S,595320
2024-12-02 09:30:07.400,9.46,100.0,475723,466665,B,595720
2024-12-02 09:30:07.400,9.46,400.0,475810,466665,B,595838
2024-12-02 09:30:07.400,9.46,800.0,475810,474057,B,595839
2024-12-02 09:30:07.400,9.46,100.0,475996,474057,B,596049
2024-12-02 09:30:07.730,9.46,2300.0,478242,474057,B,598744
2024-12-02 09:30:08.140,9.46,600.0,478242,483921,S,605502
2024-12-02 09:30:08.140,9.47,500.0,484513,467529,B,606222
2024-12-02 09:30:08.140,9.47,4000.0,484513,484520,S,606232
2024-12-02 09:30:08.140,9.47,500.0,484513,484837,S,606639
2024-12-02 09:30:08.140,9.47,400.0,484513,484852,S,606656
2024-12-02 09:30:08.890,9.47,1000.0,484513,492187,S,615855
2024-12-02 09:30:08.890,9.47,1600.0,484513,492651,S,616372
2024-12-02 09:30:09.030,9.48,100.0,494667,413986,B,618880
2024-12-02 09:30:09.940,9.47,100.0,484513,504725,S,631291
2024-12-02 09:30:10.090,9.48,100.0,505726,413986,B,632501
2024-12-02 09:30:10.140,9.47,1100.0,484513,506867,S,633894
2024-12-02 09:30:10.290,9.47,1600.0,484513,509333,S,636870
2024-12-02 09:30:10.590,9.47,400.0,484513,512944,S,641356
2024-12-02 09:30:10.750,9.47,1200.0,484513,514646,S,643508
2024-12-02 09:30:11.050,9.48,100.0,517554,413986,B,647173
2024-12-02 09:30:11.200,9.47,200.0,519281,518858,B,649494
2024-12-02 09:30:11.200,9.48,800.0,519281,413986,B,649495
2024-12-02 09:30:11.360,9.48,400.0,520122,413986,B,650521
2024-12-02 09:30:11.360,9.46,500.0,478242,520971,S,651658
2024-12-02 09:30:11.560,9.46,1600.0,478242,522419,S,653428
2024-12-02 09:30:11.560,9.46,500.0,478242,522946,S,654087
2024-12-02 09:30:11.560,9.46,11200.0,478242,523220,S,654433
2024-12-02 09:30:11.730,9.46,200.0,478242,524927,S,656575
2024-12-02 09:30:12.060,9.48,900.0,527667,413986,B,660171
2024-12-02 09:30:12.060,9.48,400.0,527834,413986,B,660363
2024-12-02 09:30:12.060,9.48,400.0,528608,413986,B,661337
2024-12-02 09:30:12.060,9.48,500.0,529021,413986,B,661867
2024-12-02 09:30:12.060,9.48,1300.0,529021,445614,B,661868
2024-12-02 09:30:12.060,9.46,1000.0,478242,529135,S,661993
2024-12-02 09:30:12.620,9.47,500.0,534962,531066,B,669436
2024-12-02 09:30:12.780,9.47,400.0,537204,531066,B,672127
2024-12-02 09:30:13.140,9.47,300.0,539538,531066,B,675035
2024-12-02 09:30:13.270,9.48,400.0,541560,445614,B,677554
2024-12-02 09:30:13.420,9.47,100.0,539538,543588,S,680223
2024-12-02 09:30:13.420,9.47,300.0,540274,543588,S,680224
2024-12-02 09:30:13.620,9.47,100.0,540274,545676,S,682789
2024-12-02 09:30:13.790,9.47,100.0,540274,547559,S,685013
2024-12-02 09:30:14.240,9.47,100.0,550218,552445,S,691020
2024-12-02 09:30:14.240,9.46,1000.0,478242,552445,S,691021
2024-12-02 09:30:14.240,9.48,1500.0,552631,445614,B,691290
2024-12-02 09:30:14.850,9.47,2200.0,559392,559957,S,700393
2024-12-02 09:30:15.140,9.46,600.0,478242,562182,S,703143
2024-12-02 09:30:15.420,9.46,200.0,478242,565298,S,707191
2024-12-02 09:30:15.570,9.46,1600.0,478242,567139,S,709524
2024-12-02 09:30:15.690,9.47,1600.0,568472,559999,B,711230
2024-12-02 09:30:15.690,9.47,200.0,569366,559999,B,712350
2024-12-02 09:30:15.690,9.47,500.0,569366,567629,B,712351
2024-12-02 09:30:16.040,9.48,100.0,573479,445614,B,717449
2024-12-02 09:30:16.280,9.47,200.0,569366,575685,S,720142
2024-12-02 09:30:16.430,9.47,800.0,569366,576671,S,721406
2024-12-02 09:30:16.430,9.47,200.0,572763,576671,S,721407
2024-12-02 09:30:16.650,9.48,300.0,580450,445614,B,726072
2024-12-02 09:30:16.810,9.48,1800.0,582068,445614,B,728064
2024-12-02 09:30:17.250,9.47,300.0,572763,586139,S,733348
2024-12-02 09:30:17.370,9.47,1900.0,572763,587886,S,735462
2024-12-02 09:30:17.370,9.47,500.0,576835,587886,S,735463
2024-12-02 09:30:17.370,9.47,800.0,583025,587886,S,735464
2024-12-02 09:30:17.510,9.47,4300.0,583025,590870,S,739269
2024-12-02 09:30:17.510,9.47,100.0,587622,590870,S,739270
2024-12-02 09:30:17.510,9.47,100.0,587640,590870,S,739271
2024-12-02 09:30:17.510,9.47,100.0,587797,590870,S,739272
2024-12-02 09:30:17.510,9.46,2000.0,478242,590870,S,739273
2024-12-02 09:30:17.660,9.48,700.0,591453,445614,B,740049
2024-12-02 09:30:17.660,9.48,100.0,591455,445614,B,740051
2024-12-02 09:30:17.660,9.47,100.0,591158,592001,S,740735
2024-12-02 09:30:18.670,9.47,100.0,591171,603252,S,754881
2024-12-02 09:30:18.670,9.47,100.0,591180,603252,S,754882
2024-12-02 09:30:18.830,9.47,200.0,604429,603252,B,756332
2024-12-02 09:30:18.970,9.46,100.0,478242,606831,S,759336
2024-12-02 09:30:18.970,9.47,100.0,607053,603252,B,759610
2024-12-02 09:30:19.930,9.47,100.0,615875,603252,B,770797
2024-12-02 09:30:19.930,9.46,1600.0,478242,616497,S,771513
2024-12-02 09:30:20.380,9.47,100.0,622055,603252,B,778533
2024-12-02 09:30:20.520,9.47,100.0,623278,603252,B,780160
2024-12-02 09:30:20.520,9.47,100.0,623278,611594,B,780161
2024-12-02 09:30:21.580,9.47,100.0,628636,634343,S,794579
2024-12-02 09:30:21.580,9.47,200.0,628636,634610,S,794907
2024-12-02 09:30:22.120,9.47,200.0,628636,640598,S,802713
2024-12-02 09:30:22.120,9.47,100.0,632161,640598,S,802714
2024-12-02 09:30:22.120,9.47,200.0,632646,640598,S,802715
2024-12-02 09:30:22.260,9.47,200.0,632646,642341,S,804989
2024-12-02 09:30:22.410,9.47,100.0,632646,643221,S,806104
2024-12-02 09:30:22.560,9.47,100.0,633859,645176,S,808640
2024-12-02 09:30:22.560,9.47,100.0,642447,645176,S,808641
2024-12-02 09:30:22.560,9.47,100.0,642605,645176,S,808642
2024-12-02 09:30:22.560,9.47,200.0,642605,645208,S,808685
2024-12-02 09:30:22.560,9.46,100.0,478242,645208,S,808686
2024-12-02 09:30:23.260,9.47,100.0,650863,652200,S,817622
2024-12-02 09:30:23.260,9.47,200.0,650866,652200,S,817623
2024-12-02 09:30:23.690,9.47,800.0,650866,657664,S,824667
2024-12-02 09:30:23.690,9.47,700.0,650878,657664,S,824668
2024-12-02 09:30:23.690,9.47,700.0,650901,657664,S,824669
2024-12-02 09:30:23.830,9.47,500.0,650901,659828,S,827522
2024-12-02 09:30:23.830,9.47,100.0,650907,659828,S,827523
2024-12-02 09:30:23.830,9.47,100.0,650907,659900,S,827663
2024-12-02 09:30:23.970,9.47,500.0,650907,661539,S,829899
2024-12-02 09:30:23.970,9.47,100.0,650940,661540,S,829900
2024-12-02 09:30:23.970,9.47,400.0,650951,661540,S,829901
2024-12-02 09:30:24.500,9.47,600.0,650951,666318,S,836278
2024-12-02 09:30:24.650,9.47,500.0,652481,667786,S,838163
2024-12-02 09:30:24.650,9.47,3000.0,653840,667786,S,838164
2024-12-02 09:30:24.840,9.48,100.0,670791,445614,B,842062
2024-12-02 09:30:25.130,9.47,1600.0,653840,673971,S,846320
2024-12-02 09:30:25.670,9.47,200.0,653840,679769,S,853980
2024-12-02 09:30:25.870,9.47,200.0,653840,680794,S,855310
2024-12-02 09:30:25.870,9.47,200.0,653840,681705,S,856593
2024-12-02 09:30:25.870,9.47,200.0,655172,681705,S,856594
2024-12-02 09:30:25.870,9.47,900.0,659396,681705,S,856595
2024-12-02 09:30:25.870,9.47,200.0,661952,681705,S,856596
2024-12-02 09:30:25.870,9.47,500.0,662228,681705,S,856597
2024-12-02 09:30:25.870,9.47,1200.0,666120,681705,S,856598
2024-12-02 09:30:25.870,9.47,100.0,669300,681705,S,856599
2024-12-02 09:30:25.870,9.47,100.0,669809,681705,S,856600
2024-12-02 09:30:25.870,9.47,200.0,669866,681705,S,856601
2024-12-02 09:30:25.870,9.47,1200.0,673290,681705,S,856602
2024-12-02 09:30:25.870,9.47,100.0,674180,681705,S,856603
2024-12-02 09:30:25.870,9.47,400.0,675907,681705,S,856604
2024-12-02 09:30:25.870,9.47,1900.0,681675,681705,S,856605
2024-12-02 09:30:25.870,9.46,2000.0,478242,681705,S,856606
2024-12-02 09:30:25.870,9.46,5300.0,478242,681707,S,856608
2024-12-02 09:30:26.160,9.47,6400.0,683352,684853,S,860931
2024-12-02 09:30:26.310,9.48,1800.0,685852,445614,B,862274
2024-12-02 09:30:26.580,9.47,100.0,683352,688612,S,866149
2024-12-02 09:30:26.630,9.48,200.0,689264,445614,B,867109
2024-12-02 09:30:27.430,9.47,300.0,683352,697608,S,878506
2024-12-02 09:30:27.930,9.47,300.0,683352,702715,S,885715
2024-12-02 09:30:28.340,9.47,800.0,683352,706662,S,891371
2024-12-02 09:30:28.340,9.47,400.0,683352,706663,S,891372
2024-12-02 09:30:28.340,9.47,1000.0,683352,706664,S,891373
2024-12-02 09:30:28.340,9.47,400.0,683352,706665,S,891374
2024-12-02 09:30:28.340,9.47,700.0,683352,706720,S,891462
2024-12-02 09:30:28.340,9.47,300.0,683352,706721,S,891463
2024-12-02 09:30:28.340,9.47,200.0,683352,706722,S,891464
2024-12-02 09:30:28.340,9.47,100.0,687994,706722,S,891465
2024-12-02 09:30:28.340,9.47,1200.0,687994,706755,S,891520
2024-12-02 09:30:28.340,9.47,1700.0,688087,706755,S,891521
2024-12-02 09:30:28.340,9.47,100.0,689357,706755,S,891522
2024-12-02 09:30:28.340,9.47,1100.0,693112,706755,S,891523
2024-12-02 09:30:28.340,9.47,1200.0,694592,706755,S,891524
2024-12-02 09:30:28.340,9.47,300.0,695478,706755,S,891525
2024-12-02 09:30:28.340,9.47,600.0,695485,706755,S,891526
2024-12-02 09:30:28.340,9.47,200.0,695882,706755,S,891527
2024-12-02 09:30:28.340,9.47,400.0,704853,706755,S,891528
2024-12-02 09:30:28.340,9.47,800.0,704853,706756,S,891529
2024-12-02 09:30:28.340,9.47,700.0,704980,706756,S,891530
2024-12-02 09:30:28.340,9.47,300.0,705142,706756,S,891531
2024-12-02 09:30:28.340,9.47,300.0,706804,706756,B,891588
2024-12-02 09:30:28.340,9.47,800.0,706804,706758,B,891589
2024-12-02 09:30:28.600,9.47,1200.0,710248,706758,B,896255
2024-12-02 09:30:28.900,9.47,700.0,713443,706758,B,900801
2024-12-02 09:30:28.900,9.47,400.0,713443,706759,B,900802
2024-12-02 09:30:28.900,9.47,200.0,713443,706831,B,900803
2024-12-02 09:30:28.900,9.47,500.0,713443,706926,B,900804
2024-12-02 09:30:29.080,9.47,100.0,714901,706926,B,902855
2024-12-02 09:30:29.080,9.47,400.0,714901,709890,B,902856
2024-12-02 09:30:29.080,9.47,500.0,714901,710952,B,902857
2024-12-02 09:30:29.080,9.47,100.0,715569,710952,B,903829
2024-12-02 09:30:29.210,9.46,1600.0,478242,715690,S,904039
2024-12-02 09:30:29.330,9.47,300.0,716934,710952,B,905914
2024-12-02 09:30:29.330,9.47,700.0,716934,711583,B,905915
2024-12-02 09:30:29.330,9.47,700.0,716934,712437,B,905916
2024-12-02 09:30:29.330,9.47,700.0,716934,712459,B,905917
2024-12-02 09:30:29.330,9.47,600.0,716934,712826,B,905918
2024-12-02 09:30:29.330,9.47,500.0,716934,713232,B,905919
2024-12-02 09:30:29.330,9.47,700.0,716934,714169,B,905920
2024-12-02 09:30:29.700,9.47,800.0,716934,721864,S,913203
2024-12-02 09:30:29.700,9.47,1100.0,717343,721864,S,913204
2024-12-02 09:30:29.700,9.47,600.0,720131,721864,S,913205
2024-12-02 09:30:29.700,9.47,600.0,720131,722008,S,913444
2024-12-02 09:30:29.700,9.47,100.0,721072,722008,S,913445
2024-12-02 09:30:30.010,9.47,1200.0,721072,723915,S,916226
2024-12-02 09:30:30.010,9.47,200.0,723645,723915,S,916227
2024-12-02 09:30:30.010,9.47,400.0,723645,723916,S,916228
2024-12-02 09:30:30.010,9.47,500.0,723752,723916,S,916229
2024-12-02 09:30:30.280,9.47,500.0,728127,723916,B,922540
2024-12-02 09:30:30.280,9.47,100.0,728127,726898,B,922541
2024-12-02 09:30:30.420,9.47,100.0,728786,726898,B,923518
2024-12-02 09:30:30.420,9.47,400.0,728821,726898,B,923569
2024-12-02 09:30:30.420,9.47,100.0,728821,728464,B,923570
2024-12-02 09:30:30.900,9.47,1000.0,734077,728464,B,931116
2024-12-02 09:30:30.900,9.47,100.0,734431,728464,B,931591
2024-12-02 09:30:31.040,9.46,200.0,478242,735051,S,932404
2024-12-02 09:30:31.040,9.47,300.0,735259,728525,B,932751
2024-12-02 09:30:31.040,9.47,900.0,735259,728528,B,932752
2024-12-02 09:30:31.040,9.47,500.0,735259,728529,B,932753
2024-12-02 09:30:31.430,9.47,300.0,739023,728529,B,938102
2024-12-02 09:30:31.430,9.47,200.0,739023,728533,B,938103
2024-12-02 09:30:31.430,9.46,1000.0,478242,739334,S,938591
2024-12-02 09:30:31.560,9.47,1600.0,740591,728533,B,940451
2024-12-02 09:30:31.560,9.47,100.0,740591,728534,B,940452
2024-12-02 09:30:31.560,9.47,200.0,740710,728534,B,940599
2024-12-02 09:30:31.560,9.47,900.0,740710,728541,B,940600
2024-12-02 09:30:31.690,9.46,200.0,478242,742273,S,942961
2024-12-02 09:30:31.690,9.47,300.0,742547,728541,B,943375
2024-12-02 09:30:31.690,9.47,200.0,742547,728569,B,943376
2024-12-02 09:30:32.430,9.47,200.0,749622,728569,B,953980
2024-12-02 09:30:32.430,9.47,300.0,749622,731003,B,953981
2024-12-02 09:30:32.430,9.47,600.0,749622,733032,B,953982
2024-12-02 09:30:32.430,9.47,300.0,749622,733165,B,953983
2024-12-02 09:30:32.480,9.46,1000.0,478242,750384,S,955049
2024-12-02 09:30:32.580,9.47,100.0,751118,733165,B,956145
2024-12-02 09:30:32.580,9.47,100.0,751267,733165,B,956375
2024-12-02 09:30:32.580,9.47,100.0,751784,733165,B,957092
2024-12-02 09:30:32.720,9.47,500.0,753010,733351,B,958992
2024-12-02 09:30:32.720,9.47,700.0,753010,733677,B,958993
2024-12-02 09:30:32.720,9.47,100.0,753010,742635,B,958994
2024-12-02 09:30:32.720,9.47,200.0,753010,749456,B,958995
2024-12-02 09:30:32.860,9.46,1600.0,478242,754266,S,960851
2024-12-02 09:30:33.180,9.46,100.0,478242,756961,S,965192
2024-12-02 09:30:33.180,9.47,1200.0,758110,749464,B,966950
2024-12-02 09:30:33.180,9.47,300.0,758110,749618,B,966951
2024-12-02 09:30:33.180,9.47,500.0,758110,749646,B,966952
2024-12-02 09:30:33.180,9.47,400.0,758110,749648,B,966953
2024-12-02 09:30:33.180,9.47,600.0,758110,752038,B,966954
2024-12-02 09:30:33.180,9.47,600.0,758110,753276,B,966955
2024-12-02 09:30:33.180,9.47,600.0,758110,753941,B,966956
2024-12-02 09:30:33.180,9.47,1300.0,758110,754274,B,966957
2024-12-02 09:30:33.180,9.47,1000.0,758110,754441,B,966958
2024-12-02 09:30:33.180,9.47,600.0,758110,754811,B,966959
2024-12-02 09:30:33.180,9.47,600.0,758110,754879,B,966960
2024-12-02 09:30:33.180,9.47,1200.0,758110,754905,B,966961
2024-12-02 09:30:33.180,9.47,1200.0,758110,754906,B,966962
2024-12-02 09:30:33.180,9.48,2700.0,758110,445614,B,966963
2024-12-02 09:30:33.180,9.48,100.0,758110,484899,B,966964
2024-12-02 09:30:33.180,9.48,2200.0,758110,514192,B,966965
